metric,value,percentage
Raw Label 7405614,104,0.0006898339894605306
Raw Label 7471150,66,0.0004377792625422598
Raw Label 7077916,391,0.0025935104796064178
Raw Label 7012380,274,0.001817447241463321
Raw Label 8454172,242,0.0016051906293216194
Raw Label 9043978,40,0.00026532076517712716
Raw Label 3670062,150,0.000994952869414227
Raw Label 4653062,8,5.306415303542543e-05
Raw Label 5767180,17,0.00011276132520027903
Raw Label 6291468,68,0.00045104530080111613
Raw Label 5832710,4,2.6532076517712715e-05
Raw Label 4521990,20,0.00013266038258856358
Raw Label 5898285,3,1.9899057388284538e-05
Raw Label 2752522,33,0.0002188896312711299
Raw Label 6357004,5,3.3165095647140895e-05
Raw Label 4587526,7,4.643113390599725e-05
Raw Label 4718620,525,0.0034823350429497935
Raw Label 5636124,746,0.004948232270553421
Raw Label 851980,979,0.006493725727710186
Raw Label 917516,171,0.0011342462711322185
Raw Label 5570588,467,0.0030976199334429595
Raw Label 1310766,3268,0.02167670651497129
Raw Label 8847374,10,6.633019129428179e-05
Raw Label 983074,72,0.0004775773773188288
Raw Label 6029359,49,0.00032501793734198076
Raw Label 4915245,4,2.6532076517712715e-05
Raw Label 4849709,6,3.9798114776569075e-05
Raw Label 5111814,154,0.0010214849459319396
Raw Label 8912943,3,1.9899057388284538e-05
Raw Label 8257583,25,0.00016582547823570446
Raw Label 6225965,5,3.3165095647140895e-05
Raw Label 1114118,521,0.0034558029664320806
Raw Label 2359342,1259,0.008350971083950078
Raw Label 8060975,8,5.306415303542543e-05
Raw Label 4718602,28,0.000185724535623989
Raw Label 2424878,1957,0.012980818436290946
Raw Label 4849710,295,0.0019567406431813127
Raw Label 2621486,1357,0.009001006958634037
Raw Label 2490414,1285,0.00852342958131521
Raw Label 4063278,11,7.296321042370996e-05
Raw Label 5242908,509,0.003376206736878943
Raw Label 5308444,521,0.0034558029664320806
Raw Label 5373980,448,0.002971592569983824
Raw Label 5439516,389,0.0025802444413475616
Raw Label 5505052,839,0.005565103049590242
Raw Label 7864367,2,1.3266038258856357e-05
Raw Label 4128780,42,0.0002785868034359835
Raw Label 4522012,806,0.005346213418319112
Raw Label 1179654,46,0.00030511887995369623
Raw Label 4653090,4,2.6532076517712715e-05
Raw Label 983052,76,0.0005041094538365416
Raw Label 4587532,11,7.296321042370996e-05
Raw Label 4980783,2,1.3266038258856357e-05
Raw Label 5,1814,0.012032296700782716
Raw Label 7995438,4,2.6532076517712715e-05
Raw Label 1310726,287,0.0019036764901458872
Raw Label 6684700,376,0.002494015192664995
Raw Label 6815772,273,0.0018108142223338928
Raw Label 6946844,413,0.002739436900453838
Raw Label 6553628,604,0.00400634355417462
Raw Label 6881308,698,0.004629847352340869
Raw Label 3866636,59,0.0003913481286362626
Raw Label 8192037,170,0.0011276132520027903
Raw Label 3801100,21,0.00013929340171799174
Raw Label 8388655,37,0.00024542170778884257
Raw Label 3735580,721,0.004782406792317717
Raw Label 3670028,33,0.0002188896312711299
Raw Label 3604492,23,0.00015255943997684811
Raw Label 1245190,287,0.0019036764901458872
Raw Label 3473420,4,2.6532076517712715e-05
Raw Label 3538956,2,1.3266038258856357e-05
Raw Label 1048582,214,0.0014194660936976303
Raw Label 3473454,1503,0.009969427751530553
Raw Label 3538954,9,5.96971721648536e-05
Raw Label 3801116,948,0.006288102134697914
Raw Label 3276828,115,0.0007627971998842405
Raw Label 4063260,862,0.00571766248956709
Raw Label 2883596,100,0.0006633019129428178
Raw Label 2686988,196,0.001300071749367923
Raw Label 4325404,2067,0.013710450540528047
Raw Label 3342370,139,0.0009219896589905168
Raw Label 4194332,2952,0.019580672470071985
Raw Label 4587565,5,3.3165095647140895e-05
Raw Label 4653084,1070,0.007097330468488152
Raw Label 786469,114,0.0007561641807548124
Raw Label 18874396,5,3.3165095647140895e-05
Raw Label 1638414,158,0.0010480170224496522
Raw Label 9109532,169,0.0011209802328733622
Raw Label 9175068,766,0.005080892653141985
Raw Label 9240604,201,0.0013332368450150638
Raw Label 9306140,187,0.0012403745772030694
Raw Label 9437212,569,0.0037741878846446336
Raw Label 9371676,181,0.0012005764624265002
Raw Label 9764892,61,0.0004046141668951189
Raw Label 9568284,111,0.0007362651233665279
Raw Label 9502748,460,0.003051188799536962
Raw Label 9699356,84,0.000557173606871967
Raw Label 9830428,156,0.001034750984190796
Raw Label 9633820,29,0.0001923575547534172
Raw Label 9895964,376,0.002494015192664995
Raw Label 9961500,328,0.0021756302744524426
Raw Label 10485788,58,0.0003847151095068344
Raw Label 13828124,123,0.000815861352919666
Raw Label 13959196,85,0.0005638066260013952
Raw Label 10551324,259,0.0017179519545218983
Raw Label 14024732,340,0.0022552265040055807
Raw Label 14352412,41,0.0002719537843065553
Raw Label 14155804,29,0.0001923575547534172
Raw Label 14286876,232,0.0015388604380273377
Raw Label 14614556,20,0.00013266038258856358
Raw Label 10616860,93,0.0006168707790368207
Raw Label 14417948,36,0.0002387886886594144
Raw Label 14483484,55,0.00036481605211854983
Raw Label 14549020,30,0.00019899057388284537
Raw Label 10682396,134,0.0008888245633433759
Raw Label 14221340,14,9.28622678119945e-05
Raw Label 14090268,72,0.0004775773773188288
Raw Label 13893660,69,0.0004576783199305443
Raw Label 10747932,130,0.0008622924868256633
Raw Label 13762588,73,0.00048421039644825704
Raw Label 10027036,437,0.002898629359560114
Raw Label 13697052,200,0.0013266038258856357
Raw Label 10158108,238,0.0015786585528039067
Raw Label 17760284,86,0.0005704396451308234
Raw Label 17301532,34,0.00022552265040055806
Raw Label 17039388,18,0.0001193943443297072
Raw Label 16973852,54,0.00035818303298912167
Raw Label 17891356,34,0.00022552265040055806
Raw Label 17235996,28,0.000185724535623989
Raw Label 18022428,63,0.0004178802051539753
Raw Label 17170460,51,0.0003382839756008371
Raw Label 17104924,52,0.0003449169947302653
Raw Label 18153500,155,0.0010281179650613677
Raw Label 17825820,104,0.0006898339894605306
Raw Label 17956892,168,0.001114347213743934
Raw Label 17498140,30,0.00019899057388284537
Raw Label 17629212,22,0.00014592642084741993
Raw Label 13107228,277,0.0018373462988516055
Raw Label 17694748,21,0.00013929340171799174
Raw Label 18087964,46,0.00030511887995369623
Raw Label 16777244,64,0.00042451322428340343
Raw Label 17563676,56,0.000371449071247978
Raw Label 17367068,77,0.0005107424729659698
Raw Label 16711708,15,9.949528694142268e-05
Raw Label 17432604,78,0.000517375492095398
Raw Label 10223644,328,0.0021756302744524426
Raw Label 18219036,221,0.0014658972276036276
Raw Label 12976156,333,0.0022087953700995833
Raw Label 18284572,80,0.0005306415303542543
Raw Label 16842780,11,7.296321042370996e-05
Raw Label 13041692,195,0.001293438730238495
Raw Label 18808860,4,2.6532076517712715e-05
Raw Label 16121884,66,0.0004377792625422598
Raw Label 16908316,16,0.00010612830607085086
Raw Label 18481180,151,0.001001585888543655
Raw Label 18743324,23,0.00015255943997684811
Raw Label 16646172,8,5.306415303542543e-05
Raw Label 18546716,120,0.0007959622955313815
Raw Label 16580636,14,9.28622678119945e-05
Raw Label 18415644,308,0.002042969891863879
Raw Label 18350108,201,0.0013332368450150638
Raw Label 12910620,521,0.0034558029664320806
Raw Label 15859740,53,0.00035155001385969346
Raw Label 16384028,21,0.00013929340171799174
Raw Label 18612252,179,0.001187310424167644
Raw Label 13172764,293,0.0019434746049224562
Raw Label 16449564,51,0.0003382839756008371
Raw Label 14942236,73,0.00048421039644825704
Raw Label 16515100,25,0.00016582547823570446
Raw Label 16318492,16,0.00010612830607085086
Raw Label 16187420,79,0.0005240085112248261
Raw Label 13238300,134,0.0008888245633433759
Raw Label 14876700,117,0.0007760632381430969
Raw Label 16252956,194,0.0012868057111090666
Raw Label 12845084,249,0.0016516217632276166
Raw Label 10092572,284,0.0018837774327576026
Raw Label 15925276,34,0.00022552265040055806
Raw Label 15663132,39,0.000258687746047699
Raw Label 16056348,60,0.00039798114776569074
Raw Label 15990812,62,0.0004112471860245471
Raw Label 18677788,12,7.959622955313815e-05
Raw Label 15728668,24,0.0001591924591062763
Raw Label 15794204,19,0.0001260273634591354
Raw Label 15204380,29,0.0001923575547534172
Raw Label 12714012,416,0.0027593359578421224
Raw Label 15007772,29,0.0001923575547534172
Raw Label 10289180,580,0.0038471510950683434
Raw Label 15269916,16,0.00010612830607085086
Raw Label 13303836,61,0.0004046141668951189
Raw Label 15597596,25,0.00016582547823570446
Raw Label 15532060,38,0.0002520547269182708
Raw Label 14811164,138,0.0009153566398610886
Raw Label 14745628,73,0.00048421039644825704
Raw Label 15073308,57,0.0003780820903774062
Raw Label 12779548,160,0.0010612830607085086
Raw Label 13434908,505,0.00334967466036123
Raw Label 15466524,20,0.00013266038258856358
Raw Label 15335452,112,0.000742898142495956
Raw Label 12648476,38,0.0002520547269182708
Raw Label 12517404,273,0.0018108142223338928
Raw Label 15400988,75,0.0004974764347071135
Raw Label 14680092,100,0.0006633019129428178
Raw Label 15138844,36,0.0002387886886594144
Raw Label 10420252,629,0.004172169032410324
Raw Label 13631516,24,0.0001591924591062763
Raw Label 13369372,63,0.0004178802051539753
Raw Label 12582940,120,0.0007959622955313815
Raw Label 13500444,93,0.0006168707790368207
Raw Label 10354716,194,0.0012868057111090666
Raw Label 12386332,319,0.002115933102287589
Raw Label 13565980,17,0.00011276132520027903
Raw Label 12451868,72,0.0004775773773188288
Raw Label 12124188,52,0.0003449169947302653
Raw Label 11862044,25,0.00016582547823570446
Raw Label 11927580,49,0.00032501793734198076
Raw Label 12189724,31,0.00020562359301227356
Raw Label 12320796,53,0.00035155001385969346
Raw Label 12255260,23,0.00015255943997684811
Raw Label 11796508,45,0.000298485860824268
Raw Label 12058652,28,0.000185724535623989
Raw Label 11993116,63,0.0004178802051539753
Raw Label 11730972,21,0.00013929340171799174
Raw Label 11665436,53,0.00035155001385969346
Raw Label 11599900,81,0.0005372745494836825
Raw Label 11272220,16,0.00010612830607085086
Raw Label 11534364,572,0.003794086942032918
Raw Label 11468828,178,0.0011806774050382158
Raw Label 11206684,85,0.0005638066260013952
Raw Label 11403292,297,0.0019700066814401693
Raw Label 11010076,63,0.0004178802051539753
Raw Label 11337756,203,0.0013465028832739202
Raw Label 11075612,58,0.0003847151095068344
Raw Label 11141148,180,0.001193943443297072
Raw Label 10944540,28,0.000185724535623989
Raw Label 10813468,50,0.0003316509564714089
Raw Label 10879004,35,0.00023215566952998625
Raw Label 19202094,49,0.00032501793734198076
Raw Label 19398701,8,5.306415303542543e-05
Raw Label 19005487,43,0.0002852198225654117
Raw Label 19595309,78,0.000517375492095398
Raw Label 1703942,8,5.306415303542543e-05
Raw Label 19529773,16,0.00010612830607085086
Raw Label 19267630,27,0.00017909151649456084
Raw Label 19464237,7,4.643113390599725e-05
Raw Label 19071023,32,0.00021225661214170172
Raw Label 19136558,56,0.000371449071247978
Raw Label 19333165,2,1.3266038258856357e-05
Raw Label 18939951,43,0.0002852198225654117
Raw Label 720902,157,0.001041384003320224
Raw Label 8978460,37,0.00024542170778884257
Raw Label 8912924,10,6.633019129428179e-05
Raw Label 42,192,0.0012735396728502104
Raw Label 4587548,442,0.0029317944552072553
Raw Label 4456476,745,0.004941599251423993
Raw Label 4390940,735,0.004875269060129711
Raw Label 3538972,96,0.0006367698364251052
Raw Label 3604508,318,0.002109300083158161
Raw Label 3473436,227,0.0015056953423801965
Raw Label 3407900,408,0.0027062718048066967
Raw Label 3342364,111,0.0007362651233665279
Raw Label 3080220,86,0.0005704396451308234
Raw Label 3145756,171,0.0011342462711322185
Raw Label 3211292,183,0.0012138425006853568
Raw Label 917510,163,0.0010811821180967932
Raw Label 1245198,6,3.9798114776569075e-05
Raw Label 3014702,3,1.9899057388284538e-05
Raw Label 26,5927,0.039313904380120814
Raw Label 1900590,112,0.000742898142495956
Raw Label 8912942,71,0.00047094435818940066
Raw Label 9044015,114,0.0007561641807548124
Raw Label 8781869,13,8.622924868256632e-05
Raw Label 9240621,184,0.001220475519814785
Raw Label 9175085,44,0.00029185284169483985
Raw Label 655366,716,0.004749241696670576
Raw Label 1179662,1,6.633019129428179e-06
Raw Label 3145774,98,0.0006500358746839615
Raw Label 1769518,11,7.296321042370996e-05
Raw Label 6750253,59,0.0003913481286362626
Raw Label 2293773,87,0.0005770726642602515
Raw Label 2228237,51,0.0003382839756008371
Raw Label 2162701,96,0.0006367698364251052
Raw Label 589830,62,0.0004112471860245471
Raw Label 655397,5,3.3165095647140895e-05
Raw Label 2883630,185,0.0012271085389442132
Raw Label 7143471,7,4.643113390599725e-05
Raw Label 7012397,122,0.0008092283337902378
Raw Label 3801134,100,0.0006633019129428178
Raw Label 3866670,25,0.00016582547823570446
Raw Label 4325422,3,1.9899057388284538e-05
Raw Label 3997742,11,7.296321042370996e-05
Raw Label 4718598,3,1.9899057388284538e-05
Raw Label 4390918,29,0.0001923575547534172
Raw Label 1900557,59,0.0003913481286362626
Raw Label 1835021,122,0.0008092283337902378
Raw Label 1966093,64,0.00042451322428340343
Raw Label 524294,616,0.004085939783727758
Raw Label 655406,3,1.9899057388284538e-05
Raw Label 1245230,5,3.3165095647140895e-05
Raw Label 3080238,782,0.0051870209592128355
Raw Label 2818094,67,0.00044441228167168797
Raw Label 1638413,82,0.0005439075686131106
Raw Label 1703949,59,0.0003913481286362626
Raw Label 1769485,33,0.0002188896312711299
Raw Label 327699,69,0.0004576783199305443
Raw Label 458799,152,0.0010082189076730831
Raw Label 131091,100,0.0006633019129428178
Raw Label 65555,101,0.0006699349320722461
Raw Label 48,14,9.28622678119945e-05
Raw Label 589870,189,0.0012536406154619259
Raw Label 327686,87,0.0005770726642602515
Raw Label 131118,47,0.0003117518990831244
Raw Label 196655,27,0.00017909151649456084
Raw Label 2490380,120,0.0007959622955313815
Raw Label 2555910,317,0.0021026670640287327
Raw Label 65583,470,0.0031175189908312444
Raw Label 786438,193,0.0012801726919796385
Raw Label 196614,667,0.004424223759328595
Raw Label 589844,78,0.000517375492095398
Raw Label 655392,112,0.000742898142495956
Raw Label 851974,36,0.0002387886886594144
Raw Label 262150,174,0.001154145328520503
Raw Label 327726,11,7.296321042370996e-05
Raw Label 65542,15,9.949528694142268e-05
